,用户名,用户id,帖子
0,科技刚子,5822247710?,"
                    iPhone14系列因郑州富士康产能下降，买了14Pro的顾客需要等一段时间，手机产不出来可以用其它品牌的，健康丢了是无法挽回的！#iPhone14Pro收货需要等待更长时间# L科技刚子的微博视频 ​                "
0,我是轩儿他爹,1264110367?,"
                    这次14p的信号怎么这么垃圾……&#xe627;iPhone14Pro ​                "
0,Yoyoyo陈_,5865691204?,"
                    #分享你的iPhone秋冬大片# 哈尔滨的冬天申请出战！&#xe627;黑龙江大学#冬季第一个节气来了# @苹果君 ​                "
0,不二车探,1797581270?,"
                    #苹果发表郑州富士康工厂声明#iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于预期，顾客将需要等待更长的时间才能收到新产品，那就等等iPhone 15 Pro吧 ​                "
0,科技小宇,1251933173?,"
                    #iPhone14中美之外全球涨价#本来今年14系列呼声就不高，不降价都卖不出去，还要涨价吗？ ​                "
0,车事无忧,2508070130?,"
                    #苹果发表郑州富士康工厂声明#  [咖啡]工业化、现代化，还是互联网化，都不能没有人性化啊！#iPhone14Pro收货需要等待更长时间# ​                "
0,一个果冻不够吃,5581182149?,"
                    #iPhone14Pro收货需要等待更长时间#？？？？？？？？？？？？？？？？急匆匆买好壳和膜的我像一个傻嘚儿 ​                "
0,_Kpkate狮子_,6120570068?,"
                    #iPhone14Pro收货需要等待更长时间# 没买，等不等也和我无关 ​                "
0,数码圈老表,7496626504?,"
                    #iPhone14Pro收货需要等待更长时间#因受郑州富士康产能影响，iPhone14Pro以上机型收货时间又延长了，看来今年没买iPhone14Pro是对的，不能为了一台手机而置别人的生命安全于不顾吧 ​                "
0,新京报贝壳财经,1646051850?,"
                    #iPhone14两款机型每位顾客限购两台#【苹果：#iPhone14Pro版机型客户收货等待时间将延长#】 新京报贝壳财经讯（记者许诺）北京时间11月7日，苹果公司在其官方发布了一条声明，表示新冠疫情暂时影响了位于郑州的主要组装工厂中iPhone14 Pro和iPhone14 Pro Max的生产，该工厂目前“产能明显减少”。苹果 ​  展开全文c                "
0,科技疯汇,2194868354?,"
                    #苹果发表郑州富士康工厂声明#：富士康郑州工厂目前的产能大幅降低，iPhone 14 Pro和iPhone 14 Pro Max的出货量将低于预期，顾客将需要等待更长的时间才能收到新产品。#iPhone14Pro收货需要等待更长时间#我们（苹果）正在与供应商密切合作，以恢复正常的生产水平，同时确保每个工人的健康和安全。 ​                "
0,Chills牙牙,6560668913?,"
                    早上好呀，周一了&#xe627;iPhone壁纸#手机壁纸# ​                "
0,中国贸易报,1707450894?,"
                    【#苹果HeySiri将改为Siri# 将在2023年或2024年推出】彭博苹果记者Gurman在最新的Power On通讯中说，苹果公司正在开发一种更新的Siri体验，不再需要“Hey Siri”触发语来调用数字语音助手。这一变化预计将在2023年某个时候或2024年推出。“苹果公司正在进行一项举措，放弃“Hey 触发短语”，这样， ​  展开全文c                "
0,謀殺始於夏日·,5232076425?,"
                    #iPhone14Pro收货需要等待更长时间#啊 你们怎么知道我是首发暗夜紫 ​                "
0,一只有格局的兔子_Ivanesp,7543025373?,"
                    #iPhone14Pro收货需要等待更长时间#每天几乎都有苹果的热搜，这是不断提醒大家要赶快去买吗？ ​                "
0,诺诺的科技生活,5821565732?,"
                    各个国家地区购买一部iPhone14 Pro 128G所需的工作天数，中国平均是22天（7999元）突然感觉自己拖后腿了#iPhone14Pro收货需要等待更长时间# ​                "
0,科技小辛,1595443924?,"
                    郑州富士康因疫情影响，iPhone 14 Pro 与 iPhone 14 Pro Max 出货量低于预期水平，顾客需要等待更长时间才能收到。#iPhone14Pro收货需要等待更长时间# 另外，#苹果发表郑州富士康工厂声明# ，表示：「疫情暂时影响了主要负责iPhone 14 Pro和iPhone 14 Pro Max组装的郑州工厂。该工厂目前的产能大幅降 ​  展开全文c                "
0,陈宸HY,6304647780?,"
                    #iPhone14Pro收货需要等待更长时间#就目前富士康这情况，iPhone14 Pro的生产以及交货肯定会受影响的。估计要推迟个七八天才能够收到货吧。 ​                "
0,CCoraara,5641596298?,"
                    #iPhone14Pro收货需要等待更长时间#本来我都忘记了等收到的时候还会惊喜一下，现在天天提醒我 ​                "
0,科技圈,2628081005?,"
                    用iPhone 14 Pro很长一段时间了，真没有拍照的动力，偶尔拍一些视频用到，防抖能力真的很强，但让我用它拍照，真没什么太大的欲望，除非必须要拍，所以打算换手机用了，iPhone 14 Pro真没什么惊喜，只是之前的长板依旧很长板，短板依旧很短板。 ​                "
0,哇咔玺极,5856120496?,"
                    #iPhone14Pro收货需要等待更长时间#哈哈哈哈哈哈不买了 ​                "
0,花吃君,5628095500?,"
                    #iPhone14Pro收货需要等待更长时间#没关系的，反正我没下单郑州人民安全第一 ​                "
0,悬疑小说家李平,6245277289?,"
                    #iPhone14Pro收货需要等待更长时间#反正也没买，等就等了呗 ​                "
0,影视热榜,5058728546?,"
                    #iPhone14中美之外全球涨价# iPhone14要是在中国涨价，更卖不出去了，今年主力还得看“灵动岛”，很多人都为了全新的处理器和灵动岛增加预算买了Pro ​                "
0,李桂江,2297255040?,"
                    #iPhone14中美之外全球涨价# 你涨的你价，我优我的，看看第二波的力度，也是很明显，买到就是赚到！这次使用时间是 11月10日晚上8点-11月11日24点，今年买iphone最划算的时间只剩这28小时了！冲鸭～ ​                "
0,数码大队长,7551484618?,"
                    #iPhone14Pro收货需要等待更长时间#富士康郑州工厂目前的产能大幅降低原因大家也了解，目前苹果也已经再转到印度等地去生产iPhone 14，但就目前的情况富士康难以恢复正常的生产水平，毕竟员工的健康放在第一位  #苹果发表郑州富士康工厂声明# ​                "
0,爱范儿,1642720480?,"
                    【#苹果发表郑州富士康工厂声明#：Pro 款 iPhone 要等待更长时间】苹果公司在当地时间 11 月 6 日在其官网发布了一则声明，位于中国郑州的主要 iPhone 14 Pro 和 iPhone 14 Pro Max 组装工厂（郑州富士康）受到了疫情影响，产能大幅降低，导致 iPhone 14 Pro 和 iPhone 14 Pro Max 的出货量也低于此前 ​  展开全文c                "
0,qiuwda,5945400512?,"
                    #iPhone14Pro收货需要等待更长时间#为了体验一下iPhone14 Pro的灵动岛功能 特地用饿了么点了一次外卖 ​                "
0,·忧郁小王子,6152930766?,"
                    &#xe627;iphone13 微信字体怎么这么大啊 ​                "
0,谷桓宁,2334479323?,"
                    以后跟戏弄Siri就更简单了？（视频源自水印）#苹果HeySiri将改为Siri##iPhone14Pro收货需要等待更长时间# L谷桓宁的微博视频 ​                "
0,龙形品,7632420277?,"
                    #iPhone14Pro收货需要等待更长时间#等着等着就过年了你们等吧我还是用我的国产手机哦…… ​                "
0,KoYoM1-,5491547654?,"
                    #iPhone14Pro收货需要等待更长时间#我觉得我都快把14p白色用旧了 感觉已经不是新手机了 ​                "
0,魔法科技君,5333865800?,"
                    摩米士mophie磁吸无线充电宝已经用了一段时间，10000mAh大电池容量能够充我手上的iPhone14 Pro Max好几次，支持PD20W有线快充，还支持7.5W苹果无线充，并自带有支架支撑，非常实用！ ​                "
0,铭科技,3661255502?,"
                    #iPhone14Pro收货需要等待更长时间#郑州富士康闹成这样，说是不影响产能鬼都不信吧。供不应求去 必然的。Pro相对就价格坚挺一些，现在黄牛又该开心了吧？ ​                "
0,中原零售,7450958159?,"
                    国产手机报价华为手机 荣耀手机OPPO手机 VIVO手机 苹果手机#郑州#​​​​#iPhone14# ​​​​#华为mate50# ​​​​                "
0,焕彬,2059017840?,"
                    iPhone 14 Pro依然火爆，你们买的14Pro都收到货了吗？？#iPhone14Pro收货需要等待更长时间# L焕彬的微博视频 ​                "
0,互联网俊明说,1746575865?,"
                    说说郑州这次疫情对富士康和苹果的影响吧。对于苹果手机来说，全球超过九成的iPhone由中国生产出去，正常情况下， 富士康的郑州产业园区承担了八成的iPhone14产能，八五成的iPhone14 Pro。对富士康来说，富士康接单了苹果在全球七成的生产，在国内，郑州占了大头，且最新款的产品，率先都是在郑州 ​  展开全文c                "
0,FayeDi,6414184046?,"
                    &#xe627;iPhone14 家银们，14promax刷微博闪退啊 ​                "
0,唯意别致,6543119533?,"
                    &#xe627;Apple苹果将取消嗨Siri据悉，苹果正在测试全新的语音唤醒系统，打算将目前的「嗨，Siri」改的更加简短。苹果希望未来用户有问题直接和 iPhone 中的 Siri 对话即可，无需嗨 Siri 去唤醒，减少了麻烦。目前苹果工程师正在删减短语中的「嗨」字段，在未来的软件更新里面，直接喊「Siri，明天 ​  展开全文c                "
0,小啤Derek,1806446424?,"
                    #iPhone14中美之外全球涨价# 可以换个思路，除中美以外的其它地方，都出现了较大程度的货币贬值了，阿果对这方面还是很敏感的，察觉到就立刻调控价格。 ​                "
